transcript_id,LNCaP_DHT_RNA_rep1,LNCaP_DHT_RNA_rep2,LNCaP_Veh_RNA_rep1,LNCaP_Veh_RNA_rep2
NM_177424,10567,10347,9472,9550
NM_080474,0,0,0,0
NM_080475,0,0,0,0
NM_080473,0,0,0,6
NM_177422,32,531,377,414
NM_177423,1459,3243,2694,3890
NR_033231,73,18,50,51
NM_001142576,0,0,0,4
NM_001789,2160,2224,1793,1518
NM_001788,0,0,0,0
NR_046929_2,1,0,0,0
NM_001783,6,0,0,8
NM_004991,619,523,424,617
NM_001781,0,0,0,0
NM_001780,29982,37494,28218,36628
NM_001787,603,279,698,577
NM_001786,7436,7371,6417,6389
NM_001785,0,0,0,0
NM_001784,1132,935,1623,2043
NM_174887,153,127,16,14
NM_174886,3,0,3,0
NM_001129728,190,197,0,0
NM_001129729,94,0,101,0
NM_174881,353,275,316,322
NM_001300889,0,0,0,0
NM_174889,5764,5503,5919,5960
NM_020786,9528,9825,9323,9651
NM_006890_2,0,0,0,0
NR_102390_2,4,0,4,0
NM_001206842,0,0,0,0
NM_001011885,3066,6827,2735,3879
NM_206840,6813,6047,4867,4993
NM_001011880,76,49,57,69
NR_038268,0,0,0,0
NM_002885,37,25,122,0
NM_020785,75,81,112,105
NR_038904,0,0,0,0
NM_002884,7640,6010,7032,7196
NR_045104,7496,1987,8725,8657
NR_045105,3801,7366,2522,2621
NR_045106,2861,3906,1559,1435
NM_001257362,3,3,2,4
NM_001206846,46,442,1693,969
NM_004663,50939,49820,45962,62892
NM_004662,0,0,0,0
NM_001300732,0,7,0,4
NM_001300733,701,2747,1755,3404
NM_001300734,107,83,82,28
NM_001206845,0,0,0,0
NM_025228,7,2,0,6
NM_004664,2380,2385,2348,2510
NM_001300738,0,0,0,0
NM_001300739,374,320,367,361
NM_025224,1759,1590,1517,1587
NM_001017390,0,0,0,0
NM_025222,36775,35797,33744,35431
NM_001017396,424,216,966,502
NM_025220,9,0,9,0
NM_025221,0,0,0,0
NM_002931_3,298,314,306,295
NM_002931_2,285,304,291,282
NM_002931_6,319,329,312,295
NM_002931_5,300,316,306,294
NM_002931_4,316,327,306,291
NM_001286475_8,0,0,0,0
NM_000784,0,0,0,0
NM_000785,49,38,31,40
NM_000786,17305,18263,17674,18774
NM_000787,0,0,0,3
NM_000780,15,7,19,21
NM_000781,0,0,0,0
NM_000782,0,0,0,0
NM_000783,0,0,0,0
NM_000788,6976,6836,5613,5736
NM_000789,0,0,0,15
NM_001201451,0,0,0,0
NM_016283_2,971,1045,1028,952
NM_016434,1573,1204,1820,0
NR_120544,0,0,0,0
NR_002433,225,192,193,202
NR_029462_3,0,0,0,0
NM_022876,22,30,9,4
NR_108073,0,0,0,0
NR_102391,1,0,0,0
NR_102390,4,0,3,0
NM_001201450,0,0,0,0
NM_001164189,1857,0,784,0
NM_001252024_2,0,0,0,0
NR_131919,0,0,0,0
NM_022875,378,128,240,429
NM_016309,3629,3606,3256,3465
NM_016308,26139,26721,23218,23851
NM_001276457,1359,1162,1495,1190
NM_001135686,0,0,0,0
NM_016305,2095,2092,1983,2036
NM_016304,25270,24620,23911,24853
NM_001276453,15071,20858,18753,15695
NM_016302,8013,7924,7737,8179
NM_001276451,0,0,0,0
NM_198202,34,14,27,26
NM_015962,3787,3610,3419,3577
NM_015963,4113,3893,3305,3480
NM_015960,663,717,522,566
NM_015966,29409,27874,24769,26170
NM_015967,0,8,3,8
NM_015964,0,0,0,0
NM_015965,16245,15905,14406,14400
NM_015969,6290,6103,6603,6856
NM_000696,32212,31809,29043,29806
NR_002435,24,19,19,17
NM_001015508,0,0,0,0
NM_001015509,1016,1089,948,1029
NM_000697,109,125,104,123
NM_138447,3553,3637,3099,3369
NM_138446,1664,1731,1614,1726
NM_138445,0,0,93,0
NM_138444,36,38,35,27
NM_138443,881,878,792,690
NM_001161353,7,2,2,13
NM_138441,4,0,3,0
NM_138440,595,595,718,784
NM_001202469,406,404,507,444
NM_000695,1641,1592,1358,1483
NR_029519,2,1,3,1
NR_029518,3,3,1,1
NR_110207,23,28,29,31
NR_031594,3,2,4,6
NR_029514,74,62,50,63
NR_031596,2,4,0,3
NR_029516,1,0,1,0
NR_029511,0,0,0,0
NR_031591,4,3,1,0
NR_031592,1,1,1,1
NR_031593,1,1,1,1
NM_007313,8927,8526,7438,7584
NM_007310,6135,3300,3814,4820
NR_105012,0,0,0,0
NR_105015,0,0,0,0
NM_007317,5179,3996,3238,4511
NM_007314,7011,143,5957,7140
NM_007315,13078,12529,12071,12625
NR_105019,1402,1436,1413,1432
NR_047676,12689,19810,2655,15508
NM_007318,10008,10275,8941,9514
NM_001253701,9223,12301,9209,9497
NM_001164459,34,13,1,5
NM_001164458,1322,1274,1160,1167
NR_075098,1182,1005,0,811
NM_022160,0,0,0,0
NR_110201,0,0,0,0
NR_075091,25,33,22,19
NR_075090,0,0,0,0
NR_075093,0,0,0,0
NR_075092,0,0,0,0
NM_001308253,1482,1840,2256,2282
NM_001308251,159,154,101,202
NM_001308257,136,87,86,121
NM_001308256,0,0,43,0
NM_001308166,59,46,30,79
NM_000547_2,56,39,32,29
NM_001308259,0,0,0,0
NM_001308258,2321,2656,2090,1844
NM_002926,2251,2131,2739,1355
NM_001257282,263,310,754,429
NM_001257281,274,984,274,292
NM_002925,45,2,63,9
NM_002922,0,0,0,0
NM_002923,1068,1219,889,853
NM_002921,0,0,3,0
NR_120545,0,0,0,0
NM_002928,244,231,225,239
NM_002929,614,640,545,499
NM_001122979,0,0,0,0
NM_001080522,5144,4832,4408,4526
NM_001080523,0,5,0,0
NM_001080524,4,6,2,0
NR_110208,15,14,9,5
NM_001080526,0,0,0,0
NM_001080527,0,0,0,0
NM_001080528,0,5,0,0
NR_106971_4,0,1,1,1
NR_106971_7,0,0,1,0
NR_110209,0,0,0,0
NR_106971_3,0,1,1,1
NR_106971_2,0,0,1,0
NR_026778,3184,3612,2552,3053
NR_026779,149,123,143,153
NR_110427,0,0,0,0
NR_026770,0,2,2,2
NR_002438,23,38,32,30
NR_026772,0,0,0,0
NR_026773,0,0,0,0
NR_026774,4,0,0,0
NR_026775,133,135,87,136
NR_026776,415,404,402,420
NR_026777,4011,3828,3616,4015
NM_001163151,3445,4036,2094,9960
NM_001163150,8566,10059,5338,41506
NM_001163152,12239,13062,6835,4840
NM_001030287,0,0,0,0
NM_020438,3333,2812,2658,2592
NM_001030288,5,3,3,3
NM_025241,10112,9529,8369,8418
NM_001160109,0,0,0,0
NM_001007214,815,790,829,934
NM_001672,0,18,0,13
NM_001004458,0,0,0,0
NM_001010895,493,435,464,406
NM_001001323,382,313,489,446
NM_133272_8,0,0,0,0
NM_133272_9,0,0,0,0
NM_001001329,6693,147,5227,42
NM_133272_5,0,0,0,0
NM_133272_6,0,0,0,0
NM_133272_7,0,0,0,0
NM_133272_2,0,0,0,0
NM_133272_3,0,0,0,0
NM_152447,0,0,0,0
NM_152446,2556,2632,2494,2556
NM_152445,2018,1827,1891,1967
NM_152444,442,514,440,418
NM_152443,305,324,311,288
NM_152442,1,0,0,8
NM_152441,1543,1582,1443,1400
NM_152440,2143,2171,2231,2103
NM_152449,34,51,41,74
NM_152448,0,0,0,0
NM_001281932,6568,7170,13,6423
NM_001281933,65,122,38,42
NR_104054,28,21,25,27
NM_001171988,1649,1703,1730,1871
NR_104050,77,85,35,38
NR_104051,849,775,502,591
NM_001010892,51,49,48,41
NR_104058,0,0,0,0
NR_104059,0,0,0,0
NM_001257139,0,0,0,0
NM_001257138,710,0,0,0
NM_001257133,298,281,300,265
NM_001123375,2234,2188,1859,1907
NM_001257134,68,225,43,211
NM_001123377,58937,56473,58129,59722
NM_001123376,5,9,3,8
NM_001256668,28,446,0,0
NM_001267728,0,0,0,0
NM_152999,100984,105524,80429,86064
NM_152998,775,875,421,854
NM_001204160,59,98,69,70
NM_001267723,235,207,214,232
NM_001256663,0,0,0,0
NM_001267721,0,0,0,0
NM_001256661,0,0,0,3
NM_001267727,3108,3044,2787,2771
NM_001256667,3888,2594,2036,2856
NM_152992,0,4,56,0
NM_001242729,8205,8182,7922,7851
NM_001127612,0,0,0,0
NM_001077358,0,0,0,0
NM_001127610,0,0,0,0
NM_001127617,165,147,153,176
NM_001127615,125,14,115,143
NM_001077351,4373,4220,3749,5513
NM_001077350,65,180,276,539
NM_001077352,2442,2584,2580,1459
NM_001098635,0,0,0,0
NM_001098634,26643,26307,25102,25614
NM_001098637,1184,1150,883,673
NM_001004747,0,0,0,0
NM_001004740,0,0,0,0
NM_001098630,494,0,705,511
NM_001098633,62,116,86,63
NM_001098632,454,440,411,381
NM_178138,0,0,0,0
NM_001004748,8,2,4,2
NM_001004749,3,3,6,6
NM_206814_8,0,0,0,0
NM_014008,2039,1873,1612,1720
NM_014009,70,43,48,56
NM_006603,26839,24483,21275,20340
NM_015140,11967,11956,9408,9784
NM_015141,4104,4065,4045,4184
NM_015143,11233,10978,10044,10501
NM_015144,5511,5324,5033,5292
NR_039688_2,2,2,2,1
NM_015146,7833,8768,9012,9061
NM_015147,5476,5312,5526,5615
NM_015148,1644,1426,1410,2384
NM_015149,1122,1257,1340,1259
NM_017729_4,0,0,0,0
NM_017729_5,0,0,0,0
NM_017729_6,0,0,0,0
NM_017729_7,0,0,0,0
NM_017729_2,0,0,0,0
NM_017729_3,0,0,0,0
NM_017729_8,0,0,0,0
NM_017729_9,0,0,0,0
NM_001004297,2,0,0,0
NR_120543,0,0,0,0
NM_001004298,0,0,0,0
NM_001178119,2299,25,1274,8
NM_001178118,33,47,17,35
NM_001005161,0,0,0,0
NM_001005160,0,0,0,0
NM_001005167,65,77,53,48
NM_001123391_5,71,74,62,63
NM_001005165,169,157,116,146
NM_001005164,2,0,0,2
NM_001178111,8,0,2,0
NM_001178110,0,0,0,0
NM_001005169,179,188,134,109
NM_001005168,22,23,18,19
NM_001178115,268,200,0,75
NM_001178117,0,138,17,0
NM_001178116,356,414,366,283
NR_132978,0,0,0,0
NR_030184_2,0,0,0,0
NM_194434,6231,7443,4619,3881
NM_194435,0,0,0,0
NM_194436,1470,1224,1117,1131
NM_194431,1,20,8,0
NM_015354,19572,19698,17514,17834
NM_001282779,0,6061,6127,5821
NM_001282778,0,0,0,0
NM_001290030,0,16,12,17
NM_001282771,383,495,438,358
NM_001282770,1583,1581,1619,1416
NM_001282773,0,0,0,0
NR_027349,61,68,68,43
NM_021870,0,0,0,0
NM_001282774,18,11,17,0
NM_001282777,25,22,6,34
NM_001282776,0,0,113,0
NR_106977,0,0,0,0
NM_015359,748,28,1139,1271
NR_106975,0,0,0,0
NR_106974,0,0,0,0
NR_106973,1,0,0,1
NR_106972,3,1,5,2
NR_106971,0,0,0,0
NR_106970,0,1,0,0
NM_006865_4,0,0,0,0
NR_106979,0,0,0,0
NR_106978,0,0,1,2
NM_001258040,2228,1938,604,2066
NM_021209,31,36,29,19
NM_001258042,810,718,187,609
NR_027345,0,3,0,0
NM_021200,0,0,0,0
NM_021201,0,3,0,4
NM_021202,965,974,845,960
NM_021203,11781,11440,10106,10705
NM_021204,2095,1623,1716,2157
NM_021205,12258,11711,3918,4434
NR_125991,0,0,0,0
NM_138731,5953,6864,6239,4985
NM_001303018_3,0,0,0,0
NM_001303018_2,0,0,0,0
NM_001308076,172,85,190,128
NM_001040173,0,0,0,0
NM_001308075,13,9,15,12
NM_003650,37,32,25,33
NM_001040172,0,0,0,0
NM_138732,0,0,0,0
NM_001174082_10,5,31,9,24
NR_037938,0,0,0,0
NR_027922_2,0,0,0,0
NM_033177_3,150,179,177,118
NM_001308070,0,0,0,0
NM_033177_5,140,165,169,131
NM_033177_4,145,204,177,137
NM_033177_7,113,80,153,79
NM_033177_6,112,128,157,83
NM_001142679,1,0,19,11
NM_001142678,181,25,29,157
NR_024389,0,0,9,2
NR_024388,1577,1629,1453,1415
NR_024383,0,0,0,0
NM_203376,371,331,335,373
NM_001142673,987,970,2015,784
NR_024380,2834,2741,2358,2557
NM_001142675,0,0,0,0
NM_001142674,1744,1668,1100,1458
NM_001142677,1070,784,1122,773
NM_001142676,693,378,507,614
NM_001286455,338,777,111,115
NM_001286456,146,160,127,111
NM_001286457,42,95,288,650
NM_001286451,546,558,577,501
NM_001286453,263,0,0,0
NM_001281482,40,44,38,92
NM_001281483,151,88,66,98
NM_001286458,171,339,448,979
NM_001286459,0,0,0,1
NM_001281484,0,0,1684,1321
NM_001001664,10874,10750,10345,10707
NM_001001665,0,0,5,2
NM_001001666,19,24,10,16
NM_001001667,3,6,1,4
NM_001001660,3420,3409,3127,3288
NM_001001661,967,944,973,870
NM_001001662,4366,4451,4921,4907
NM_001001663,0,0,0,0
NM_001001668,7400,7364,7381,7573
NM_001001669,3818,3769,3394,3542
NM_002224,16416,16207,13769,14067
NM_021048,3163,3207,2624,2730
NM_001290033,106,100,249,255
NM_002226,4772,4680,4489,4530
NM_181472,0,0,0,0
NM_181471,897,1403,800,1115
NM_145331,1786,1827,1580,1191
NM_145330,1388,1379,1368,1377
NM_182923,3859,5396,3515,3229
NM_182922,6951,6946,5955,5980
NM_182925,130,139,85,139
NM_182924,833,824,700,762
NM_001134851,26,75,82,37
NM_001302109,4424,4276,4639,4587
NM_001278587,0,0,0,0
NM_001004063,0,0,0,0
NM_002123,579,544,491,466
NM_004508,10884,10686,9976,10375
NM_004509,0,0,0,0
NM_002120,6,5,4,6
NM_001080146_10,0,0,0,0
NM_004502,64,27,49,30
NM_004503,62,69,45,62
NM_004500,26713,18269,23163,28394
NM_004501,68594,71253,66432,70124
NM_004506,1136,916,1076,989
NM_004507,2820,2920,2366,2507
NM_004504,3240,3382,3071,3066
NM_004505,0,0,0,0
NM_198439,1620,1533,1415,1375
NM_017411_5,1964,288,2011,1908
NM_001242631,0,0,0,0
NM_014218_4,0,0,0,0
NM_198433,1322,608,1120,411
NM_198434,944,893,712,969
NM_198435,1047,1091,1408,1600
NM_198436,655,1444,418,691
NM_198437,717,678,552,811
NM_024318_4,0,0,0,0
NM_004280,3803,3567,3479,3435
NM_133173,0,0,0,0
NR_131336,71,31,34,34
NM_138282_4,2,7,2,2
NM_001242638,0,3,0,0
NM_138282_6,2,7,2,2
NM_133171,3140,3479,3684,3200
NM_138282_2,2,9,2,2
NM_001242639,8,0,8,0
NM_001185,3833,4045,3297,3504
NM_181291,610,576,369,563
NM_181296,0,0,0,0
NM_006866_3,0,0,0,0
NM_001164721,0,0,0,0
NM_152582_3,0,0,0,0
NM_001164720,313,269,258,266
NM_152582_2,0,0,0,4
NM_001159380,6,53,91,0
NM_001184,16334,15672,15072,15745
NM_001159387,0,0,0,0
NM_001159388,0,0,0,0
NM_001288705,0,0,0,0
NM_001305456,13,18,20,27
NM_001305457,555,359,654,719
NM_001305455,362,497,0,273
NM_001166538_2,0,0,0,0
NM_001080144_9,0,0,0,0
NM_001292022_8,20,106,24,46
NM_001039649,57,51,51,10
NR_024278,831,799,792,753
NM_001285485,0,0,0,0
NR_030317,0,0,0,0
NM_002983_4,0,0,0,0
NM_033108,0,0,0,0
NM_002983_2,0,0,0,0
NM_001254952_6,87,57,20,63
NM_001177802,42,34,50,69
NR_033248,908,961,868,852
NR_030310,0,0,0,0
NR_033249,858,1154,1140,1555
NR_030313,3,3,4,1
NM_004477_2,1690,1684,1600,1684
NR_030312,0,0,0,0
NM_001136026,104,18,56,1887
NM_001136025,0,0,0,14
NM_001130475,9879,9791,9418,9907
NM_001136023,0,0,0,0
NM_001136022,112,299,61,303
NM_001136021,0,0,56,0
NR_121193,0,0,0,0
NM_001080142_10,0,0,0,0
NM_006591,2607,2611,4204,4552
NM_001136029,0,0,32,60
NM_001024593,106,76,99,98
NM_001255982,0,0,0,0
NM_001024596,2815,3134,2759,2917
NM_001024594,425,409,345,291
NM_001024599,5256,4981,3588,3415
NM_001024598,0,0,0,0
NR_033240,329,379,357,346
NM_033147,90,7,197,0
NM_033140,34952,28580,44169,28117
NM_033141,3,4,5124,1
NM_033142,0,0,0,0
NM_033143,0,0,0,0
NM_018059,19,11,20,16
NM_033148,205,0,0,0
NM_001255987,0,0,0,0
NR_128721_4,0,0,0,0
NR_033244,44,61,42,47
NR_033245,22,16,16,14
NM_080678,830,826,680,1009
NM_080679,0,0,0,0
NM_004138_2,0,0,0,0
NM_004138_3,0,0,0,0
NM_080670,6399,6168,4809,5215
NM_080671,8,8,18,9
NM_080672,0,0,2,0
NM_080675,0,0,0,0
NM_080676,239,189,210,211
NM_080677,16865,16337,14030,14725
NM_001198541,0,0,0,0
NM_001145951,29,26,18,26
NM_001007156,0,0,0,0
NM_001277128,336,568,299,382
NM_001277129,0,0,0,0
NM_001257394,0,22,0,0
NM_001277120,1911,1127,1479,1391
NM_002170,0,0,0,0
NM_002872,0,0,0,0
NM_001110533,22,30,0,0
NM_001277127,477,744,0,0
NR_077215,154,139,109,100
NM_002873,298,348,276,346
NM_001190441,0,0,0,0
NM_001190440,339,473,119,299
NM_147223,14659,14872,10731,8248
NM_001190442,2072,12870,10999,1520
NM_001190447,95,7,4,41
NM_002875,550,581,558,412
NM_006866_2,0,0,0,0
NM_017833_2,553,542,468,434
NM_001257393,0,0,96,23
NM_006866_4,0,0,0,0
NM_001257392,18975,10552,14355,7871
NR_036475_2,9,13,6,5
NM_001080525,0,0,0,0
NM_130472,0,84,272,535
NM_130473,0,154,1000,799
NM_130470,120,124,518,541
NM_130471,0,65,451,604
NM_130476,2005,3091,1393,1777
NM_001816,0,0,0,4
NM_130474,0,93,274,547
NM_130475,2227,0,0,0
NM_001819,0,0,0,0
NM_001818,0,0,0,0
NM_001248008,241,872,488,616
NM_001248005,341,0,0,0
NM_001248004,3765,2482,2437,2555
NM_001248007,0,0,23,6
NM_001248006,61,43,49,33
NM_001248001,306,324,230,365
NR_126049_2,250,177,206,238
NM_001248003,419,589,661,479
NM_001248002,41,603,366,513
NM_001123392_2,14,15,11,59
NM_001123392_3,75,72,65,67
NM_001123392_6,9,11,11,10
NM_001123392_7,121,110,91,1
NM_001123392_4,22,44,26,25
NM_001123392_5,24,24,22,24
NM_001161009,2798,2750,2166,2046
NM_001123392_8,55,61,69,67
NM_001123392_9,0,0,0,0
NR_073526,0,0,0,0
NM_030883_8,0,0,0,0
NM_020928,3201,3069,3396,3615
NM_020929,6,9,9,3
NM_001164417_2,56,15,0,12
NR_038253_4,63,57,58,40
NM_020923,2757,4643,2863,4300
NM_020920,10218,6790,4972,11947
NM_020921,19632,19041,19370,20254
NM_020927,2,2,0,0
NR_038253_2,68,72,79,44
NM_020925,470,456,419,411
NR_038984,0,0,0,0
NR_038985,24,18,8,11
NR_038986,0,0,0,0
NR_038987,30,25,52,45
NR_038980,559,603,602,505
NR_038981,0,0,0,0
NR_038982,63,49,35,37
NR_038983,132,154,99,103
NR_038988,2296,2255,2111,2096
NR_038989,5,4,0,4
NM_016141,12650,11952,12727,13312
NM_016140,0,0,0,0
NM_016143,7499,7553,6671,6894
NM_016142,11219,10792,9244,9943
NM_016145,1805,1572,1430,1438
NM_016144,2856,2787,2124,2354
NM_016147,11172,10434,9757,12481
NM_016146,7052,6641,6631,6519
NM_001276290,2542,1719,924,1107
NM_001276293,4343,4756,4252,4122
NM_001276294,1918,1832,1165,1724
NM_000600,0,0,0,0
NM_018429_2,39480,38662,37158,38792
NM_018429_3,40230,39441,37960,39625
NM_001159601,486,346,279,402
NM_001256186,394,375,426,694
NM_148911_2,0,0,0,0
NM_017814,2177,2148,1851,1915
NM_017815,1765,2275,2040,2009
NM_017816,2711,2844,3175,3296
NM_017817,951,907,951,940
NM_017810,119,81,76,94
NM_017811,18350,17688,16110,16319
NM_017812,13457,13336,15053,15178
NM_017813,49209,49137,45856,47279
NR_120542,0,0,0,0
NM_002984,0,0,0,0
NM_017818,2137,2129,1862,2227
NM_017819,7825,7546,7725,8200
NR_045638,0,0,0,0
NM_001048181_2,0,0,0,0
NM_001122823,3395,3651,3466,3376
NM_001291715_2,16,15,10,13
NM_000608,23,41,20,16
NM_016497,21737,21068,20084,20476
NM_016496,1265,1349,1377,1427
NM_016495,312,330,298,259
NM_016494,2818,2736,2873,2836
NM_016492,95,160,52,87
NM_016491,4370,4347,3799,4023
NM_016490,0,0,0,0
NM_001278701_2,61,40,29,30
NM_016499,32,33,30,26
NM_016498,410,474,286,286
NM_001012516,1041,1612,971,1560
NM_017641,0,0,0,0
NM_001012514,520,337,283,152
NM_001012515,17397,17495,17287,17176
NM_001012512,0,0,0,0
NM_001012513,0,0,0,0
NM_001012511,699,753,591,594
NM_001130407,0,0,0,0
NM_001130406,0,0,0,0
NM_001130405,0,0,0,0
NM_001122825,3505,3544,3817,3271
NR_049854,0,0,0,0
NR_103546,126,172,257,237
NM_017645,9535,9379,8812,8867
NM_001256188,1745,2520,2064,1836
NM_017644,27436,27347,25064,26548
NR_126409,0,0,0,0
NM_001122671,0,0,0,0
NM_001306168,0,0,0,0
NR_049850,0,0,0,0
NR_126401,0,0,0,0
NR_126400,0,0,0,0
NM_001306161,27,183,157,185
NM_017646,1359,4336,1170,1238
NR_126405,0,0,0,0
NR_126404,0,0,2,0
NR_126407,0,0,0,0
NR_126406,0,0,0,0
NR_049809,0,0,0,0
NR_049808,3,3,1,3
NM_001290079,0,0,0,0
NM_001290078,0,0,0,0
NM_001290075,73,173,67,115
NR_049800,2,1,2,1
NR_049803,5,7,1,2
NM_001290076,3256,332,242,3479
NR_049805,0,0,0,0
NR_049804,0,0,0,0
NR_049807,1,2,1,3
NR_049806,2,1,0,0
NM_173499,0,0,0,0
NR_132779,0,0,0,0
NM_173491,2589,2456,2452,2644
NM_173490,11,0,10,4
NM_173493,0,18,0,0
NM_173492,0,0,0,0
NM_173495,0,8,0,0
NM_173494,0,0,0,0
NM_173497,477,530,405,385
NM_173496,3562,3539,3504,3466
NM_199420,6488,6621,6016,6396
NM_199421,9917,10084,10049,10243
NM_199424,9,8,5,6
NR_046359,1898,1886,1522,76
NM_199426,995,1093,485,768
NM_199427,838,662,730,564
NR_046354,12,9,0,11
NM_001206934_5,6,4,3,2
NR_046356,0,0,0,0
NR_046357,134,76,131,137
NM_032160_2,46372,45738,44862,46209
NR_046351,0,6,6,6
NR_046352,14,23,20,21
NR_046353,0,0,0,0
NM_001291381,0,0,0,2
NM_178861,9,9,8,8
NM_178860,443,458,343,405
NM_178863,809,800,660,740
NM_178862,45294,44511,40230,41684
NM_178865,1019,999,811,514
NM_178864,0,0,0,0
NM_001145099,357,316,0,117
NM_178868,17,18,9,10
NR_126346,16,15,9,11
NM_014219_24,0,0,0,0
NM_014219_25,0,0,0,0
NM_014219_26,0,0,0,0
NM_014219_27,0,0,0,0
NM_001300868,84,121,21,407
NM_001300869,415,377,0,0
NM_014219_22,0,0,0,0
NM_173728,0,0,2,0
NM_001300864,0,0,0,0
NM_001300865,1461,1200,1615,1475
NM_001042483,2552,2709,3186,3067
NM_001300867,1681,1636,916,1504
NM_001300860,6425,6074,6901,6729
NM_001300861,128,90,108,83
NR_110982_2,1,1,1,1
NM_001300863,0,0,0,0
NM_134440,94,144,48,25
NM_001080770_18,0,0,0,0
NM_001080770_19,0,0,0,0
NM_001080770_14,0,0,0,0
NR_126347,0,0,0,0
NM_001080770_16,0,0,0,0
NM_207296,15,29,11,11
NM_001080770_10,0,0,0,0
NM_001080770_11,0,0,0,0
NM_001080770_12,0,0,0,0
NM_134446,20,49,0,0
NR_073471,17,0,0,0
NR_073470,2967,3203,3647,3312
NR_073473,2724,2731,1875,1249
NR_073472,8551,7649,10103,9678
NR_073475,1455,1512,1317,1290
NR_073474,779,1854,1074,667
NR_073477,411,378,316,397
NR_073476,332,255,184,226
NR_073479,67,135,69,153
NR_073478,220,287,312,186
NM_134444,110,123,135,109
NM_175767,3607,3761,3810,4446
NM_003508,398,389,360,360
NR_126344,784,788,644,603
NM_003503,3550,3036,2480,3175
NM_003502,1905,1829,1552,1900
NM_003501,2092,1879,1635,1992
NM_003500,246,196,219,225
NM_175769,0,0,0,0
NM_175768,1684,1532,1443,1589
NM_003505,3581,3496,2781,2911
NM_003504,1434,1354,1091,1241
NM_001197317,0,0,0,0
NR_130459,0,0,0,0
NM_001001722_2,0,0,0,1
NM_001197318,0,0,0,0
NM_001197319,0,0,0,0
NM_001166349,0,0,0,0
NM_001166348,651,168,437,321
NM_001166343,0,0,0,0
NM_001166340,11,0,0,9
NM_001166347,782,1192,573,877
NM_001166346,0,0,0,0
NM_001166345,0,0,0,0
NM_005901,26389,24967,20860,24579
NM_001195803,11,22,312,2
NR_132341,0,0,0,0
NM_005902,2161,2084,2099,2053
NM_005905,795,0,0,306
NM_005904,875,898,822,834
NM_001256062,23,27,60,66
NM_001190837,0,0,0,0
NM_005909,203789,200177,169607,175658
NM_001190839,17,19,14,9
NR_132349,1321,1331,1306,1698
NR_132348,44,47,39,30
NM_001291858,2336,2972,2193,0
NM_003900,26622,27448,28591,31829
NM_032486,9387,9540,9595,10002
NM_032487,1016,1032,1087,1146
NM_032484,506,780,196,642
NM_032485,2211,2110,1408,1857
NM_032482,4046,3927,3416,3551
NM_032483,170,184,126,136
NM_001015892_2,298,303,323,259
NM_001172517,21,0,0,1815
NM_032488,139,119,146,110
NM_032489,17,14,22,18
NR_103501_4,0,0,0,0
NM_147161,1795,1596,1409,1287
NM_031289,0,0,0,0
NM_031288,3449,3394,3196,3319
NM_031284,4700,3259,2577,2518
NM_031287,3962,4126,3079,3350
NM_031286,247,203,170,170
NM_031281,0,0,0,0
NM_031280,10734,10402,9566,9923
NM_031283,16,8,11,13
NM_031282,0,0,0,0
NM_032738,0,0,0,0
NM_032735,18,12,0,0
NM_032737,15371,14837,13454,14376
NM_032730,3115,2907,2968,3085
NM_032731,6784,6804,5930,5996
NM_032732,265,388,198,117
NR_003614,722,773,655,964
NR_003615,2134,2064,1853,1846
NR_003612,1,1,1,1
NR_003613,3688,3549,3583,3610
NR_003610,4617,4487,4124,4332
NR_003611,1967,1948,1791,1821
NM_002673,6732,6552,2839,1997
NM_002670,28,17,0,23
NM_001136_2,0,0,4,2
NM_002676,2566,2395,2433,2416
NM_002677,0,0,0,4
NM_002674,21,24,17,20
NM_002675,32,33,74,0
NR_002206,41722,41660,42313,43714
NM_001039362,119,1688,93,113
NM_001039360,23,26,13,24
NM_001039361,0,0,0,0
NM_001039366,2500,2589,3110,3104
NM_001039367,123,157,99,125
NR_028084_2,0,0,0,0
NM_015439,4842,4567,4623,4628
NM_015430,0,0,0,0
NM_015431,36,36,44,40
NM_015433,433,507,452,480
NM_015434,3617,4148,5165,5564
NM_015435,525,170,143,111
NM_015436,2820,992,1896,825
NM_178831,4,8,7,129
NM_203390,12456,12473,12048,12218
NM_001308471,0,0,0,0
NM_001308470,0,0,0,0
NM_001308476,0,0,0,0
NM_203391,0,0,0,0
NR_108064_2,28,22,21,14
NM_001302627,0,0,0,0
NM_001185091,20,21,21,32
NM_001007525,990,783,613,558
NM_052909,72,49,51,37
NR_104273,6,7,2,3
NM_052905,305,282,298,318
NM_052904,90,64,84,67
NM_052907,83,83,82,84
NM_052906,139,129,112,133
NM_052901,731,948,781,553
NM_001007527,10715,10812,9410,9846
NM_052903,3065,3578,3179,3259
NM_052902,607,508,493,512
NR_037171_8,4,0,13,3
NM_170604,20,23,36,32
NM_170607,3532,3136,3108,3147
NM_170606,79670,78694,82694,84998
NM_170601,13063,12864,11738,12017
NM_170600,25,19,6,34
NM_203397,590,626,499,458
NM_170609,0,0,0,0
NM_001007523,2,0,2,1
NM_033468,71,49,49,75
NM_033467,248,241,202,181
NM_003268,448,433,344,406
NR_029894,1,2,2,2
NR_029895,1,2,1,1
NR_029896,14,12,11,14
NR_029897,0,0,0,0
NR_029890,0,0,0,0
NR_029891,0,1,1,0
NM_001378,0,0,712,861
NM_001379,15003,9659,10555,10819
