gene_id,0,3,4,6
"""LAMA1""",chr18,6941744,7117814,-
"""LAMA2""",chr6,128883141,129516565,+
"""LAMA3""",chr18,23689443,23955065,+
"""LAMA4""",chr6,112107931,112254715,-
"""LAMA5""",chr20,62309060,62367312,-
"""LAMA5-AS1""",chr20,62353010,62356478,+
"""LAMB1""",chr7,107923801,108003359,-
"""LAMB2""",chr3,49121114,49133166,-
"""LAMB2P1""",chr3,49152859,49154401,-
"""LAMB3""",chr1,209614873,209652475,-
"""LAMB4""",chr7,108023551,108130356,-
"""LAMC1""",chr1,183023460,183145592,+
"""LAMC2""",chr1,183186039,183245127,+
"""LAMC3""",chr9,131009117,131093059,+
"""LAMP1""",chr13,113297154,113323426,+
"""LAMP2""",chrX,120426148,120469349,-
"""LAMP3""",chr3,183122215,183162879,-
"""LAMP5""",chr20,9514358,9530524,+
"""LAMP5-AS1""",chr20,9505180,9514998,-
"""LAMTOR1""",chr11,72097292,72103387,-
"""LAMTOR2""",chr1,156054726,156058510,+
"""LAMTOR3""",chr4,99878338,99894546,-
"""LAMTOR4""",chr7,100148907,100154210,+
"""LAMTOR5""",chr1,110401255,110407924,-
"""LAMTOR5-AS1""",chr1,110407809,110416274,+
"""LANCL1""",chr2,210431249,210476775,-
"""LANCL1-AS1""",chr2,210324712,210470333,+
"""LANCL2""",chr7,55365448,55433742,+
"""LANCL3""",chrX,37571569,37677497,+
"""LAP3""",chr4,17577304,17607967,+
"""LAPTM4A""",chr2,20032650,20052028,-
"""LAPTM4B""",chr8,97775581,97852602,+
"""LAPTM5""",chr1,30732468,30757836,-
"""LARGE""",chr22,33273076,33920428,-
"""LARGE-AS1""",chr22,33724986,33750816,+
"""LARP1""",chr5,154712902,154817607,+
"""LARP1B""",chr4,128061266,128211143,+
"""LARP4""",chr12,50400809,50480005,+
"""LARP4B""",chr10,806914,931705,-
"""LARP6""",chr15,70831524,70854265,-
"""LARP7""",chr4,112636964,112657592,+
"""LARS""",chr5,146113026,146182731,-
"""LARS2""",chr3,45388583,45548836,+
"""LARS2-AS1""",chr3,45482695,45509545,-
"""LAS1L""",chrX,65512582,65534806,-
"""LASP1""",chr17,38869859,38921770,+
"""LAT""",chr16,28984826,28990783,+
"""LAT2""",chr7,74209757,74229834,+
"""LATS1""",chr6,149658153,149718256,-
"""LATS2""",chr13,20973036,21061583,-
"""LAX1""",chr1,203765156,203776352,+
"""LAYN""",chr11,111540508,111561745,+
"""LBH""",chr2,30231531,30260033,+
"""LBHD1""",chr11,62662817,62671769,-
"""LBP""",chr20,38346411,38377011,+
"""LBR""",chr1,225401502,225428855,-
"""LBX1""",chr10,101226976,101228960,-
"""LBX1-AS1""",chr10,101229594,101238859,+
"""LBX2""",chr2,74497517,74503316,-
"""LBX2-AS1""",chr2,74502617,74505065,+
"""LCA10""",chrX,153880672,153888973,+
"""LCA5""",chr6,79484991,79537430,-
"""LCA5L""",chr21,39405844,39444202,-
"""LCAL1""",chr6,79307669,79313384,-
"""LCAT""",chr16,67939884,67944112,-
"""LCE1A""",chr1,152827473,152828097,+
"""LCE1B""",chr1,152811971,152813109,+
"""LCE1C""",chr1,152804835,152806631,-
"""LCE1D""",chr1,152796751,152798181,+
"""LCE1E""",chr1,152786277,152788425,+
"""LCE1F""",chr1,152776372,152776969,+
"""LCE2A""",chr1,152698364,152699442,+
"""LCE2B""",chr1,152686123,152687400,+
"""LCE2C""",chr1,152675315,152676573,+
"""LCE2D""",chr1,152663411,152664659,+
"""LCE3A""",chr1,152622834,152623103,-
"""LCE3B""",chr1,152613811,152614098,+
"""LCE3C""",chr1,152600662,152601086,+
"""LCE3D""",chr1,152579384,152580504,-
"""LCE3E""",chr1,152565699,152566753,-
"""LCE4A""",chr1,152709047,152709434,+
"""LCE5A""",chr1,152510844,152512177,+
"""LCE6A""",chr1,152842854,152843983,+
"""LCK""",chr1,32251239,32286167,+
"""LCLAT1""",chr2,30447226,30644225,+
"""LCMT1""",chr16,25111726,25178230,+
"""LCMT1-AS1""",chr16,25100564,25111555,-
"""LCMT1-AS2""",chr16,25140571,25149032,-
"""LCMT2""",chr15,43327776,43330622,-
"""LCN1""",chr9,135521438,135526540,+
"""LCN10""",chr9,136738167,136742959,-
"""LCN12""",chr9,136952316,136955497,+
"""LCN15""",chr9,136759634,136764513,-
"""LCN2""",chr9,128149430,128153455,+
"""LCN6""",chr9,136744018,136748528,-
"""LCN8""",chr9,136754388,136758279,-
"""LCN9""",chr9,135663322,135665909,+
"""LCNL1""",chr9,136982993,136985758,+
"""LCOR""",chr10,96832260,96964441,+
"""LCORL""",chr4,17843216,18021860,-
"""LCP1""",chr13,46125923,46182324,-
"""LCP2""",chr5,170248084,170297818,-
"""LCT""",chr2,135787845,135837180,-
"""LCTL""",chr15,66547468,66565979,-
"""LDAH""",chr2,20684014,20823130,-
"""LDB1""",chr10,102107566,102120453,-
"""LDB2""",chr4,16501534,16898809,-
"""LDB3""",chr10,86668449,86736067,+
"""LDHA""",chr11,18394389,18408218,+
"""LDHAL6A""",chr11,18455827,18479600,+
"""LDHAL6B""",chr15,59206816,59208586,+
"""LDHB""",chr12,21635342,21657855,-
"""LDHC""",chr11,18412306,18451246,+
"""LDHD""",chr16,75111860,75116772,-
"""LDLR""",chr19,11089362,11133829,+
"""LDLRAD1""",chr1,54007298,54018186,-
"""LDLRAD2""",chr1,21812265,21825221,+
"""LDLRAD3""",chr11,35943981,36232136,+
"""LDLRAD4""",chr18,13218730,13652754,+
"""LDLRAD4-AS1""",chr18,13419499,13427534,-
"""LDLRAP1""",chr1,25543585,25568886,+
"""LDOC1""",chrX,141175746,141177214,-
"""LDOC1L""",chr22,44492570,44498125,-
"""LEAP2""",chr5,132873666,132874890,+
"""LECT1""",chr13,52703266,52739812,-
"""LECT2""",chr5,135946911,135955034,-
"""LEF1""",chr4,108047545,108168956,-
"""LEF1-AS1""",chr4,108167525,108176430,+
"""LEFTY1""",chr1,225886282,225889146,-
"""LEFTY2""",chr1,225936598,225941383,-
"""LEKR1""",chr3,156826307,157046129,+
"""LELP1""",chr1,153203430,153205125,+
"""LEMD1""",chr1,205381379,205422086,-
"""LEMD1-AS1""",chr1,205373252,205387440,+
"""LEMD2""",chr6,33771213,33789129,-
"""LEMD3""",chr12,65169571,65248361,+
"""LENEP""",chr1,154993586,154994315,+
"""LENG1""",chr19,130491,54159743,-
"""LENG8""",chr19,353848,54462046,+
"""LENG8-AS1""",chr19,349503,54449038,-
"""LENG9""",chr19,366486,54463711,-
"""LEO1""",chr15,51938025,51971801,-
"""LEP""",chr7,128241278,128257629,+
"""LEPR""",chr1,65420652,65637493,+
"""LEPROT""",chr1,65420448,65436007,+
"""LEPROTL1""",chr8,30095406,30137706,+
"""LETM1""",chr4,1811479,1856247,-
"""LETM2""",chr8,38386441,38409524,+
"""LETMD1""",chr12,51048299,51060424,+
"""LEUTX""",chr19,39776594,39786135,+
"""LEXM""",chr1,54806063,54842264,+
"""LFNG""",chr7,2512529,2529176,+
"""LGALS1""",chr22,37675606,37679802,+
"""LGALS12""",chr11,63506052,63516774,+
"""LGALS13""",chr19,39602529,39607474,+
"""LGALS14""",chr19,39704306,39709448,+
"""LGALS16""",chr19,39655894,39660647,+
"""LGALS17A""",chr19,39679374,39686373,+
"""LGALS2""",chr22,37570246,37580017,-
"""LGALS3""",chr14,55129217,55145430,+
"""LGALS3BP""",chr17,78971253,78979979,-
"""LGALS4""",chr19,38801671,38813100,-
"""LGALS7""",chr19,38770968,38773517,-
"""LGALS7B""",chr19,38789210,38791754,+
"""LGALS8""",chr1,236518214,236552979,+
"""LGALS8-AS1""",chr1,236523069,236524508,-
"""LGALS9""",chr17,27631148,27649560,+
"""LGALS9B""",chr17,20449863,20467535,-
"""LGALS9C""",chr17,18476785,18494945,+
"""LGALSL""",chr2,64454193,64461383,+
"""LGI1""",chr10,93757809,93798174,+
"""LGI2""",chr4,24998849,25030792,-
"""LGI3""",chr8,22146830,22156831,-
"""LGI4""",chr19,35124513,35135274,-
"""LGMN""",chr14,92703807,92748702,-
"""LGR4""",chr11,27365961,27472787,-
"""LGR5""",chr12,71439770,71586308,+
"""LGR6""",chr1,202193990,202319761,+
"""LGSN""",chr6,63275951,63319977,-
"""LHB""",chr19,49015980,49017090,-
"""LHCGR""",chr2,48686774,48755741,-
"""LHFP""",chr13,39342892,39603219,-
"""LHFPL1""",chrX,112630651,112680147,-
"""LHFPL2""",chr5,78485215,78648825,-
"""LHFPL3""",chr7,104328656,104908556,+
"""LHFPL3-AS1""",chr7,104796506,104804092,-
"""LHFPL3-AS2""",chr7,104894628,104926645,-
"""LHFPL4""",chr3,9498361,9553802,-
"""LHFPL5""",chr6,35805294,35824075,+
"""LHPP""",chr10,124461772,124614141,+
"""LHX1""",chr17,1173837,36944615,+
"""LHX2""",chr9,124011610,124033163,+
"""LHX3""",chr9,136196250,136205109,-
"""LHX4""",chr1,180230298,180275053,+
"""LHX4-AS1""",chr1,180269663,180274681,-
"""LHX5""",chr12,113462889,113472072,-
"""LHX5-AS1""",chr12,113472003,113480481,+
"""LHX6""",chr9,122202577,122228812,-
"""LHX8""",chr1,75128434,75161533,+
"""LHX9""",chr1,197912505,197930143,+
"""LIAS""",chr4,39459024,39477651,+
"""LIF""",chr22,30240447,30246851,-
"""LIFR""",chr5,38474963,38595405,-
"""LIFR-AS1""",chr5,38556786,38671216,+
"""LIG1""",chr19,48115445,48170603,-
"""LIG3""",chr17,34980498,35005069,+
"""LIG4""",chr13,108207444,108218368,-
"""LILRA1""",chr19,498460,54602381,+
"""LILRA2""",chr19,477882,54587561,+
"""LILRA3""",chr19_GL949746v1_alt,270616,275406,-
"""LILRA4""",chr19,314530,54339169,-
"""LILRA5""",chr19,288422,54313139,-
"""LILRA6""",chr19,211368,54242768,-
"""LILRB1""",chr19,363079,54637530,+
"""LILRB2""",chr19,248562,54281178,-
"""LILRB3""",chr19,191078,54223087,-
"""LILRB4""",chr19,389310,54670359,+
"""LILRB5""",chr19,225140,54257308,-
"""LILRP2""",chr19,26,54713452,+
"""LIM2""",chr19,51379909,51387956,-
"""LIMA1""",chr12,50175780,50283570,-
"""LIMCH1""",chr4,41359607,41700044,+
"""LIMD1""",chr3,45594831,45681263,+
"""LIMD1-AS1""",chr3,45678165,45688882,-
"""LIMD2""",chr17,63695889,63700159,-
"""LIME1""",chr20,63735701,63739107,+
"""LIMK1""",chr7,74083777,74122525,+
"""LIMK2""",chr22,31212264,31280080,+
"""LIMS1""",chr2,108534355,108687246,+
"""LIMS2""",chr2,127638421,127681786,-
"""LIMS3""",chr2,109898432,110473075,+
"""LIMS3-LOC440895""",chr2,109898432,110473075,+
"""LIMS3L""",chr2,109898432,110473075,+
"""LIN28A""",chr1,26410768,26429728,+
"""LIN28B""",chr6,104957048,105083332,+
"""LIN37""",chr19,35748361,35754519,+
"""LIN52""",chr14,74084953,74200414,+
"""LIN54""",chr4,82924604,83012941,-
"""LIN7A""",chr12,80797392,80937915,-
"""LIN7B""",chr19,49114361,49118460,+
"""LIN7C""",chr11,27494418,27506779,-
"""LIN9""",chr1,226231149,226309748,-
"""LINC-PINT""",chr7,130877562,131109916,-
"""LINC-ROR""",chr18,57054573,57072119,-
"""LINC00028""",chr20,31485778,31487574,+
"""LINC00029""",chr20,63034217,63037028,-
"""LINC00032""",chr9,27245684,27282793,-
"""LINC00051""",chr8,142198356,142209003,+
"""LINC00052""",chr15,87576929,87579686,+
"""LINC00092""",chr9,96019732,96021755,-
"""LINC00094""",chr9,134025439,134031597,+
"""LINC00102""",chrX,2612991,2615347,-
"""LINC00106""",chrX,1397025,1399398,+
"""LINC00111""",chr21,41679302,41697336,+
"""LINC00112""",chr21,41716436,41717582,+
"""LINC00113""",chr21,27722379,27751233,+
"""LINC00114""",chr21,38738955,38773477,-
"""LINC00115""",chr1,826206,827522,-
"""LINC00116""",chr2,110211529,110222940,-
"""LINC00152""",chr2,87455455,87521511,+
"""LINC00158""",chr21,25385820,25431701,-
"""LINC00159""",chr21,32080481,32086295,-
"""LINC00160""",chr21,34723807,34737182,-
"""LINC00161""",chr21,28539318,28540355,+
"""LINC00162""",chr21,44999208,45004727,-
"""LINC00163""",chr21,44989864,44994086,-
"""LINC00167""",chr11,130002624,130005486,+
"""LINC00173""",chr12,116533422,116536513,+
"""LINC00174""",chr7,66376044,66400408,-
"""LINC00176""",chr20,64034344,64039962,+
"""LINC00184""",chr1,234629311,234634780,+
"""LINC00189""",chr21,29193494,29288205,+
"""LINC00200""",chr10,1159768,1164672,+
"""LINC00202-1""",chr10,26931206,26942001,-
"""LINC00202-2""",chr10,26643108,26653454,+
"""LINC00207""",chr22,44569340,44572449,+
"""LINC00208""",chr8,11576535,11581341,+
"""LINC00210""",chr1,217892900,217920804,+
"""LINC00211""",chr2,37826247,37875863,-
"""LINC00221""",chr14,974118,106495515,+
"""LINC00222""",chr6,108751654,108769942,+
"""LINC00226""",chr14,755443,106288372,+
"""LINC00229""",chr22,44606328,44625419,-
"""LINC00235""",chr16,129515,527407,-
"""LINC00238""",chr14,66486371,66498553,+
"""LINC00239""",chr14,101730437,101732525,+
"""LINC00240""",chr6,26956993,27023974,+
"""LINC00242""",chr6,63992,169798825,-
"""LINC00243""",chr6,2067967,30830659,-
"""LINC00244""",chr7,156540491,156541101,+
"""LINC00251""",chr8,65161145,65180340,-
"""LINC00254""",chr16,8416,1884231,-
"""LINC00260""",chr1,203730577,203731851,+
"""LINC00261""",chr20,22560554,22578642,-
"""LINC00264""",chr10,26589865,26594322,+
"""LINC00265""",chr7,39733568,39794623,+
"""LINC00266-1""",chr20,64290385,64303354,+
"""LINC00266-3""",chr6,140264,148159,-
"""LINC00269""",chrX,69179557,69209924,+
"""LINC00271""",chr6,135497801,135690838,+
"""LINC00272""",chr1,182407621,182414813,+
"""LINC00273""",chr16,34158585,34160036,-
"""LINC00276""",chr2,14228874,14400958,-
"""LINC00278""",chrY,3002996,3102272,+
"""LINC00280""",chrY,6357219,6361413,-
"""LINC00282""",chr13,51813347,51845150,-
"""LINC00284""",chr13,44022335,44030463,+
"""LINC00290""",chr4,181064090,181159149,-
"""LINC00293""",chr8,46840886,46855785,+
"""LINC00294""",chr11,33076150,33079454,+
"""LINC00297""",chr13,29872613,29888405,-
"""LINC00298""",chr2,7922425,7976814,-
"""LINC00299""",chr2,8007771,8328419,-
"""LINC00301""",chr11,60615751,60687148,+
"""LINC00303""",chr1,204032447,204041264,-
"""LINC00304""",chr16,89159220,89163675,+
"""LINC00305""",chr18,64080009,64149026,-
"""LINC00307""",chr21,30209151,30211783,-
"""LINC00308""",chr21,6973,22116528,+
"""LINC00309""",chr2,64185079,64205485,-
"""LINC00310""",chr21,34180677,34189919,+
"""LINC00311""",chr16,85282958,85288079,+
"""LINC00312""",chr3,8571782,8574668,+
"""LINC00313""",chr21,6060340,43478223,+
"""LINC00314""",chr21,28013363,28023209,+
"""LINC00316""",chr21,45338590,45341990,-
"""LINC00317""",chr21,21723293,21737319,-
"""LINC00319""",chr21,6084375,43453891,-
"""LINC00320""",chr21,20742590,20803108,-
"""LINC00322""",chr21,43322209,43332039,-
"""LINC00323""",chr21,41141500,41148064,-
"""LINC00324""",chr17,8220630,8224043,-
"""LINC00326""",chr6,133088080,133106578,+
"""LINC00327""",chr13,23469512,23487464,+
"""LINC00330""",chr13,44799504,44809630,-
"""LINC00331""",chr13,78787319,78840050,-
"""LINC00332""",chr13,40181809,40189030,+
"""LINC00333""",chr13,84140602,84606768,+
"""LINC00336""",chr6,33586106,33593338,-
"""LINC00337""",chr1,6236240,6239442,+
"""LINC00339""",chr1,22025191,22031224,+
"""LINC00341""",chr14,95407266,95410090,-
"""LINC00342""",chr2,95807052,95826981,-
"""LINC00343""",chr13,105706830,105761796,+
"""LINC00346""",chr13,110863987,110870308,-
"""LINC00347""",chr13,74552843,74557120,+
"""LINC00348""",chr13,71015141,71168417,+
"""LINC00350""",chr13,19587118,19588490,+
"""LINC00351""",chr13,85363603,85544662,+
"""LINC00353""",chr13,89548794,89564413,-
"""LINC00354""",chr13,111893378,111901176,+
"""LINC00358""",chr13,62003525,62029548,-
"""LINC00359""",chr13,96941281,96984172,-
"""LINC00363""",chr13,93045341,93057926,+
"""LINC00364""",chr13,67372387,67379994,+
"""LINC00365""",chr13,30103178,30108875,-
"""LINC00366""",chr13,38567724,38579516,+
"""LINC00367""",chr13,20938564,20949428,-
"""LINC00368""",chr13,111095838,111105890,+
"""LINC00371""",chr13,51082848,51172388,-
"""LINC00374""",chr13,58211697,58233117,-
"""LINC00375""",chr13,85065087,85148057,-
"""LINC00376""",chr13,63183101,63328094,-
"""LINC00377""",chr13,81018391,81044442,+
"""LINC00378""",chr13,60672955,60695800,+
"""LINC00379""",chr13,91127613,91211698,-
"""LINC00380""",chr13,91087255,91089617,-
"""LINC00381""",chr13,74419173,74435159,+
"""LINC00382""",chr13,79872586,79918036,+
"""LINC00383""",chr13,69222346,69322099,+
"""LINC00390""",chr13,44106091,44147735,-
"""LINC00392""",chr13,73564244,73587879,+
"""LINC00395""",chr13,63667682,63738018,-
"""LINC00396""",chr13,110053285,110054952,+
"""LINC00397""",chr13,87801043,87810520,-
"""LINC00398""",chr13,30803206,30810645,+
"""LINC00399""",chr13,109400696,109401639,+
"""LINC00400""",chr13,43113165,43159466,+
"""LINC00403""",chr13,111972310,112108015,+
"""LINC00408""",chr13,18905439,18926741,+
"""LINC00410""",chr13,90890954,90926597,-
"""LINC00411""",chr13,100939521,100944364,-
"""LINC00412""",chr13,27236282,27237257,-
"""LINC00417""",chr13,39750,18740099,-
"""LINC00421""",chr13,19345049,19346749,+
"""LINC00423""",chr13,32809190,32911652,-
"""LINC00424""",chr13,21872796,21878160,-
"""LINC00426""",chr13,30340266,30373914,-
"""LINC00428""",chr13,42842412,42872744,-
"""LINC00430""",chr13,86911920,86936807,+
"""LINC00431""",chr13,110966027,110990602,+
"""LINC00433""",chr13,88540829,88545509,+
"""LINC00434""",chr13,60214347,60268104,-
"""LINC00437""",chr13,38532000,38686675,-
"""LINC00440""",chr13,89235291,89280240,+
"""LINC00441""",chr13,48296513,48303661,-
"""LINC00442""",chr13,19008259,19012634,+
"""LINC00443""",chr13,106653880,106672180,+
"""LINC00445""",chr13,35697524,35699255,+
"""LINC00446""",chr13,78012883,78053595,+
"""LINC00448""",chr13,62672285,62807359,-
"""LINC00452""",chr13,113895103,113921317,+
"""LINC00456""",chr13,97172382,97179622,-
"""LINC00457""",chr13,34435451,34640685,-
"""LINC00458""",chr13,54124324,54132871,-
"""LINC00460""",chr13,106376563,106377792,+
"""LINC00461""",chr5,88540779,88684803,-
"""LINC00462""",chr13,48576974,48580901,-
"""LINC00463""",chr13,25172824,25180001,-
"""LINC00466""",chr1,63159083,63317257,-
"""LINC00467""",chr1,211382755,211432535,+
"""LINC00469""",chr17,73749270,73828537,-
"""LINC00470""",chr18,1268311,1359629,-
"""LINC00471""",chr2,231508426,231514339,-
"""LINC00472""",chr6,71407865,71420745,-
"""LINC00473""",chr6,165924048,165988039,-
"""LINC00474""",chr9,115888265,115925098,-
"""LINC00475""",chr9,92141467,92159608,+
"""LINC00476""",chr9,95806088,95875977,-
"""LINC00477""",chr12,24566964,24584168,-
"""LINC00479""",chr21,41711520,41715775,-
"""LINC00482""",chr17,81302824,81309248,-
"""LINC00483""",chr17,50761034,50767515,-
"""LINC00485""",chr12,102809283,102824399,-
"""LINC00486""",chr2,32825443,32937203,+
"""LINC00487""",chr2,6729168,6770311,-
"""LINC00488""",chr3,109178165,109185261,+
"""LINC00489""",chr20,37619298,37623119,-
"""LINC00491""",chr5,102608492,102671464,-
"""LINC00492""",chr5,102581368,102617587,+
"""LINC00493""",chr20,18567429,18569559,+
"""LINC00494""",chr20,48359911,48370638,+
"""LINC00499""",chr4,138309711,138424344,+
"""LINC00501""",chr3,177294442,177323435,+
"""LINC00502""",chr10,91045808,91062159,+
"""LINC00504""",chr4,14470466,14888169,-
"""LINC00506""",chr3,87089280,87157069,+
"""LINC00507""",chr12,127915410,127951552,+
"""LINC00508""",chr12,127883991,127983891,-
"""LINC00511""",chr17,72598041,72640472,-
"""LINC00514""",chr16,2989054,2994509,+
"""LINC00515""",chr21,25582775,25583224,-
"""LINC00518""",chr6,10427785,10434822,-
"""LINC00520""",chr14,55781135,55796674,-
"""LINC00521""",chr14,1111832,94011695,+
"""LINC00523""",chr14,100657268,100672744,+
"""LINC00524""",chr14,101405987,101407922,-
"""LINC00525""",chr7,47761476,47766772,+
"""LINC00526""",chr18,5236724,5238029,-
"""LINC00528""",chr22,17777290,17779481,+
"""LINC00534""",chr8,90221488,90387959,+
"""LINC00535""",chr8,93346467,93700433,-
"""LINC00536""",chr8,115950511,116325059,-
"""LINC00538""",chr1,213924749,213926653,+
"""LINC00539""",chr13,21303512,21344859,-
"""LINC00540""",chr13,22210285,22276520,+
"""LINC00544""",chr13,29936531,29950488,+
"""LINC00545""",chr13,30882562,30883395,+
"""LINC00547""",chr13,37534940,37551536,+
"""LINC00548""",chr13,40194509,40220502,-
"""LINC00550""",chr13,68861285,68885325,-
"""LINC00551""",chr13,106617810,106631658,+
"""LINC00552""",chr13,22003,113751089,-
"""LINC00554""",chr13,99994900,99997909,-
"""LINC00557""",chr13,94960041,94961319,+
"""LINC00558""",chr13,53815419,53876119,+
"""LINC00559""",chr13,90060250,90119717,-
"""LINC00562""",chr13,47930153,47932622,-
"""LINC00563""",chr13,46296445,46297844,-
"""LINC00564""",chr13,81225866,81226983,-
"""LINC00565""",chr13,113926514,113928991,-
"""LINC00566""",chr13,24331450,24337120,+
"""LINC00570""",chr2,11393981,11403077,+
"""LINC00571""",chr13,38050817,38143232,-
"""LINC00572""",chr13,29918647,29926651,-
"""LINC00574""",chr6,65275,169802873,+
"""LINC00575""",chr4,82613113,82621437,-
"""LINC00577""",chr6,104936294,104940527,-
"""LINC00578""",chr3,177441921,177752704,+
"""LINC00581""",chr6,21486061,21511892,-
"""LINC00582""",chr1,231591292,231612090,-
"""LINC00583""",chr9,13927971,13945607,+
"""LINC00587""",chr9,102519637,102657509,+
"""LINC00588""",chr8,117957,57284731,+
"""LINC00589""",chr8,29721260,29748109,-
"""LINC00592""",chr12,52210930,52223813,+
"""LINC00593""",chr15,69835234,69842967,+
"""LINC00595""",chr10,78267328,78280213,+
"""LINC00597""",chr15,77223908,77225404,-
"""LINC00598""",chr13,40347134,40481006,-
"""LINC00599""",chr8,9900064,9903329,-
"""LINC00601""",chr10,126413869,126421879,-
"""LINC00602""",chr6,165987551,165989615,+
"""LINC00603""",chr5,40052291,40053324,+
"""LINC00605""",chr14,103187221,103189028,-
"""LINC00606""",chr3,10759484,10764192,-
"""LINC00607""",chr2,215611563,215843536,-
"""LINC00608""",chr2,218976284,218977922,+
"""LINC00609""",chr14,36070427,36165288,+
"""LINC00612""",chr12,9055589,9065070,-
"""LINC00613""",chr4,135866984,135913680,-
"""LINC00615""",chr12,90918023,90948669,+
"""LINC00616""",chr4,138027423,138130685,-
"""LINC00618""",chr14,96943579,96945394,+
"""LINC00619""",chr10,43845306,43850622,+
"""LINC00620""",chr3,13650721,13746635,+
"""LINC00622""",chr1,119597702,119599291,-
"""LINC00623""",chr1,120912238,120955811,+
"""LINC00624""",chr1,147382192,147517875,-
"""LINC00626""",chr1,168786941,168792888,+
"""LINC00628""",chr1,204368430,204369719,-
"""LINC00629""",chrX,134550024,134560398,+
"""LINC00630""",chrX,102769167,102885410,+
"""LINC00632""",chrX,140709759,140772676,+
"""LINC00633""",chrX,135118956,135120477,-
"""LINC00634""",chr22,41952187,41958942,+
"""LINC00635""",chr3,107841662,107878068,-
"""LINC00636""",chr3,107883205,107928906,+
"""LINC00637""",chr14,103847721,103858049,+
"""LINC00638""",chr14,104821201,104823718,+
"""LINC00639""",chr14,38749339,38916882,-
"""LINC00640""",chr14,51333393,51365557,+
"""LINC00641""",chr14,21200079,21206900,-
"""LINC00642""",chr14,90455230,90458905,+
"""LINC00643""",chr14,62117357,62134185,+
"""LINC00644""",chr14,62134150,62139973,-
"""LINC00645""",chr14,27612588,27639636,+
"""LINC00648""",chr14,47764953,47795014,-
"""LINC00649""",chr21,33931212,33971186,+
"""LINC00652""",chr20,18787971,18794584,-
"""LINC00654""",chr20,5498572,5504596,-
"""LINC00656""",chr20,23125069,23132636,-
"""LINC00657""",chr20,36045618,36050960,-
"""LINC00658""",chr20,5431957,5445748,-
"""LINC00659""",chr20,62774121,62776856,-
"""LINC00661""",chr19,16015634,16027462,+
"""LINC00662""",chr19,27790493,27793940,-
"""LINC00663""",chr19,19756372,19776413,-
"""LINC00664""",chr19,21483715,21503238,+
"""LINC00665""",chr19,36313061,36331718,-
"""LINC00667""",chr18,5238100,5246506,+
"""LINC00668""",chr18,6925474,6929869,-
"""LINC00669""",chr18,39206924,39751995,-
"""LINC00670""",chr17,12549968,12637187,+
"""LINC00671""",chr17,42874674,42898734,-
"""LINC00672""",chr17,38925168,38929384,+
"""LINC00673""",chr17,72403322,72592804,-
"""LINC00674""",chr17,68101555,68135929,+
"""LINC00675""",chr17,10794913,10804099,-
"""LINC00676""",chr13,109728274,109730034,+
"""LINC00678""",chr11,27617626,27634627,-
"""LINC00680""",chr6,57945834,57961446,-
"""LINC00680-GUSBP4""",chr6,57919881,57961446,-
"""LINC00681""",chr8,12794243,12818291,+
"""LINC00682""",chr4,41879521,41882611,-
"""LINC00683""",chr18,76619777,76623559,+
"""LINC00684""",chrX,72781865,72938958,-
"""LINC00685""",chrX,1,321319,+
"""LINC00687""",chr20,11809987,11870715,-
"""LINC00689""",chr7,159008354,159026238,+
"""LINC00690""",chr3,16536318,16541373,+
"""LINC00691""",chr3,24099974,24103247,-
"""LINC00692""",chr3,25858532,25873695,-
"""LINC00693""",chr3,28575278,28758337,+
"""LINC00696""",chr3,52062094,52065112,-
"""LINC00698""",chr3,63102688,63125061,+
"""LINC00700""",chr10,2005473,2014348,-
"""LINC00701""",chr10,2300319,2315074,-
"""LINC00702""",chr10,4206876,4243912,-
"""LINC00703""",chr10,4384246,4410612,+
"""LINC00704""",chr10,4650185,4678070,-
"""LINC00705""",chr10,4656156,4662414,+
"""LINC00706""",chr10,6774303,6779180,-
"""LINC00707""",chr10,6779598,6842906,+
"""LINC00708""",chr10,8259331,8268305,-
"""LINC00709""",chr10,9275613,9287056,+
"""LINC00710""",chr10,10934940,10952163,-
"""LINC00824""",chr8,4306,128564679,-
"""LINC00836""",chr10,25651712,25732935,+
"""LINC00837""",chr10,28789311,28796050,-
"""LINC00838""",chr10,33759713,33772680,-
"""LINC00839""",chr10,42475491,42495337,+
"""LINC00840""",chr10,43859411,43895433,+
"""LINC00841""",chr10,43909304,43969907,+
"""LINC00842""",chr10,46398362,46453306,+
"""LINC00844""",chr10,58999518,59001617,+
"""LINC00845""",chr10,61016275,61026417,+
"""LINC00847""",chr5,180830957,180835726,+
"""LINC00850""",chrX,149825708,149879799,+
"""LINC00851""",chr20,18379049,18381483,+
"""LINC00852""",chr3,10284419,10285746,+
"""LINC00853""",chr1,47179250,47180339,+
"""LINC00854""",chr17,43221417,43229011,-
"""LINC00856""",chr10,78248625,78252645,+
"""LINC00857""",chr10,80207710,80219657,+
"""LINC00858""",chr10,84279980,84294659,+
"""LINC00861""",chr8,125922523,125951197,-
"""LINC00862""",chr1,200342544,200373792,-
"""LINC00864""",chr10,87396574,87407700,-
"""LINC00865""",chr10,89829493,89840861,+
"""LINC00866""",chr10,97828478,97849798,-
"""LINC00867""",chr10,118357108,118359203,+
"""LINC00869""",chr1,149607012,149679523,+
"""LINC00870""",chr3,72151257,72174339,+
"""LINC00871""",chr14,46064159,46501901,+
"""LINC00877""",chr3,72035519,72100455,-
"""LINC00879""",chr3,94938263,94991325,+
