transcript_id,LNCaP_DHT_RNA_rep1_batch,LNCaP_DHT_RNA_rep2_batch,LNCaP_Veh_RNA_rep1_batch,LNCaP_Veh_RNA_rep2_batch
NM_001197260,0.268634,0.269559,0.0,0.0
NM_172016_4,0.670946,0.744103,0.98597,0.577296
NM_015376,0.0,0.0,0.0,0.0
NM_172016_3,0.670269,0.758617,1.004122,0.578559
NM_001159676,3.631507,5.179897,0.936248,3.336978
NM_172016_2,0.645423,0.727561,0.982937,0.561952
NM_005659,12.572186,12.468591,12.322271,11.934285
NM_005658,0.0,0.0,0.002384,0.004573
NM_001030019,0.0,0.0,0.0,0.0
NM_001030018,12.553149,12.559841,12.21919,13.068018
NR_073019,0.0,0.0,0.0,0.063733
NR_073018,0.154211,0.169714,0.045799,0.060349
NR_073017,0.0,0.0,0.0,0.0
NR_073016,0.570463,0.500003,0.328655,0.480621
NM_005653,0.01532,0.254171,0.137482,0.230484
NM_005652,7.861012,7.961375,7.732779,7.650733
NM_005655,2.955167,3.319763,3.086232,3.284061
NR_073012,0.0,0.0,0.0,0.0
NM_005657,1.013484,8.849415,8.617736,10.645007
NM_005656,115.532669,116.416115,19.528481,19.883404
NM_003851,25.449657,25.318308,24.843781,24.837967
NM_001308054,0.677315,22.60598,20.734844,20.848675
NM_001040151,0.0,0.0,0.0,0.0
NM_001308057,0.289054,0.274399,0.184813,0.261134
NR_038359,0.015051,0.0,0.0,0.0
NR_038358,0.0,0.0,0.0,0.0
NM_015186,1.252425,1.000406,1.249789,1.329067
NM_015187,25.870541,26.723778,23.660461,25.626669
NM_015180,0.11679,11.79039,0.170892,11.191161
NR_033437,1.141863,1.646199,1.336922,1.628105
NR_030157,0.0,0.0,0.0,0.0
NM_015183,0.029505,0.182901,0.179753,0.02754
NR_038351,1.495279,1.503977,1.26246,1.158071
NM_003855,0.198176,0.183798,0.195321,0.206545
NR_038353,0.069441,0.056742,0.037276,0.028368
NR_038352,0.119456,0.077931,0.0,0.237426
NR_038355,0.176089,0.19847,0.0,0.095513
NR_038354,0.536689,0.479162,0.315723,0.60254
NR_038357,0.786267,0.82747,0.850507,0.754482
NR_038356,0.260479,0.257301,0.201696,0.288401
NM_001009923,4.386994,4.390708,3.444229,3.667793
NM_001009922,1.880987,0.940951,0.0,1.313467
NR_036139,1.432641,1.109104,0.847358,0.651729
NR_036138,0.031457,0.094163,0.0,0.0
NM_003857,0.090802,0.064387,0.097557,0.141775
NM_001009925,36.625275,35.927898,38.066711,37.965279
NM_001009924,5.656346,5.295735,4.980446,5.033333
NR_036133,0.0,0.0,0.0,0.0
NR_036132,0.0,0.0,0.0,0.0
NR_036131,0.105046,0.077692,0.068638,0.0
NM_138718,0.0,0.0,0.0,0.0
NR_036137,0.070549,0.067732,0.040074,0.019611
NR_036136,0.535992,0.824654,0.591004,0.658011
NR_036135,0.175613,0.231221,0.132902,0.31983
NR_036134,0.0,0.0,0.0,0.0
NM_138717,0.004609,0.0,0.000443,0.046547
NR_030156,0.0,0.0,0.0,0.0
NM_183425,0.005694,0.0,0.0,0.0
NM_001258376,1.361598,0.935063,0.529979,1.591011
NM_001258374,1.028346,0.404026,2.234512,1.287124
NM_001258375,0.28185,0.030874,0.0,0.0
NM_001258372,6.143301,5.145321,5.186068,4.659247
NM_001258373,4.534263,4.273102,3.708898,3.737267
NM_001258370,0.0,0.006772,0.0,0.100734
NM_001258371,0.061994,0.046043,0.033607,0.0
NM_001308059,0.002252,0.0,0.0,0.0
NM_001172173,0.350576,0.357903,0.412549,0.413701
NM_001258379,11.901979,12.326293,12.259457,12.388239
NM_001162422,0.038,0.080717,0.073769,0.030606
NR_123717,0.0,0.0,0.0,0.0
NR_123714,0.38839,0.242427,0.328301,0.045808
NR_123715,8.763765,17.719,8.433705,1.450181
NR_107040,0.0,0.0,0.0,0.0
NR_123713,0.259548,0.342159,0.201466,0.243623
NR_107042,0.076939,0.0,0.083075,0.058594
NR_107043,0.0,0.115062,0.0,0.0
NM_014481,4.514447,4.709885,3.598859,4.015344
NM_001162429,17.865631,18.192743,17.570433,17.830915
NR_107048,0.0,0.050264,0.0,0.0
NR_107049,0.0,0.0,0.0,0.0
NR_123718,0.0,0.0,0.0,0.0
NR_123719,9.785612,9.979775,10.846488,9.598247
NM_001026,766.426025,777.49939,716.53009,708.306458
NM_002104,0.0,0.0,0.0,0.0
NM_001024,824.177673,832.309326,878.885437,878.698425
NM_001025,169.729691,171.039749,164.805786,165.120346
NM_001022,259.403229,262.450165,282.354218,280.023499
NM_001023,782.405701,793.438416,739.419312,746.044556
NM_001020,216.152847,217.375397,164.727737,168.399521
NM_001021,454.451385,467.957947,107.971008,473.266571
NM_001028,1326.697998,1332.026123,1367.486084,1367.7771
NM_001029,103.536369,101.74659,106.695656,107.328384
NM_002207,0.074958,0.085622,0.091539,0.060351
NM_001166113,0.034348,0.032116,0.029491,0.033778
NR_003061_24,0.0,0.0,0.0,0.0
NM_001282232,101.034424,105.577744,105.084167,103.719284
NM_054114,0.0,0.0,0.013812,0.011756
NM_002204,1.886292,1.829922,1.764048,1.865827
NM_001037540,1.105221,0.262328,0.021009,0.270002
NM_001082538,2.272763,2.646964,1.159767,2.167702
NM_172165_5,0.077215,0.063866,0.029686,0.033357
NM_002203,0.709766,0.969936,1.018685,0.647666
NM_001082537,1.954732,2.183551,1.221404,2.850718
NM_002103,8.157739,8.301841,8.231026,7.900877
NM_172165_6,0.059645,0.077732,0.06281,0.066432
NM_001082533,0.0,0.0,0.0,0.0
NM_001135004,0.0,0.0,0.017055,0.0
NM_172165_7,0.045511,0.0,0.129155,0.0
NM_002201,4.041956,4.172965,3.727522,3.634373
NM_001135005,0.100569,0.084705,0.018846,0.023404
NM_001246,0.0,0.0,0.0,0.0
NM_175722,0.023528,0.0,0.018295,0.042553
NM_054111,0.0,0.0,0.0,0.0
NM_198482,0.0,0.0,0.0,0.0
NR_027467_2,0.0,0.0,0.0,0.0
NM_006117,14.835822,19.367525,30.442543,15.137912
NM_001135000,0.03397,0.044611,0.100389,0.278426
NM_172165_3,0.064443,0.088748,0.0,0.067478
NM_198484,3.940784,4.465153,1.852606,3.035739
NM_001080978,0.0,0.0,0.0,0.0
NM_001174146,0.479905,0.0,0.000216,0.233819
NR_029462,0.0,0.0,0.0,0.0
NM_013236,19.883238,20.318554,19.377596,19.265076
NM_001242939,2.6134,5.037144,4.015278,2.511127
NM_001080975,24.740795,26.075674,25.163038,25.072172
NM_001289610,0.0,0.0,0.0,0.0
NM_004018,0.0,0.0,0.0,0.0
NM_001281447,0.64234,0.542578,0.303775,0.412467
NM_001281444,0.02934,0.029183,0.009234,0.01309
NM_001281445,0.016213,0.007958,0.001957,0.004104
NM_017419_2,0.0,0.0,0.0,0.0
NM_001281443,0.0,0.0,0.0,0.0
NM_001281440,0.121266,0.010827,0.114238,0.060513
NM_001281441,0.199862,0.191605,0.087904,0.122961
NM_004010,0.0,0.003217,0.0,0.004571
NM_004011,0.0,0.0,0.0,0.0
NM_004012,0.0,0.0,0.0,0.0
NM_004013,0.0,0.0,0.0,0.0
NM_004014,0.0,0.0,0.0,0.0
NM_004015,0.0,0.0,0.0,0.0
NM_001281448,0.0,0.0,0.0,0.0
NM_001281449,0.0,0.0,0.0,0.0
NM_000779,0.0,0.0,0.0,0.0
NM_001282936,0.032496,0.033593,0.033956,0.031504
NM_001282935,0.083111,0.468236,0.0,0.032409
NM_001282934,2.376475,2.028337,1.955205,2.113781
NM_198966,0.0,0.0,0.0,0.0
NM_001282932,0.447002,0.117731,0.086282,0.416331
NM_198964,0.0,0.0,0.033081,0.0
NM_198965,0.0,0.0,0.031969,0.0
NM_000771,3.791396,3.77926,3.901198,3.600108
NM_000770,0.0,0.0,0.0,0.0
NM_000773,0.711432,0.713253,0.813622,0.691713
NM_000772,0.695328,0.694007,0.621201,0.753681
NM_000775,2.209708,2.317097,2.07511,2.092052
NM_000774,0.019261,0.0,0.0,0.014954
NM_001282939,0.129002,0.267202,0.387838,0.553504
NM_001282938,0.0,0.0,0.0,0.0
NM_001304538,0.0,0.0,0.672819,0.771616
NM_020664_2,2.282709,2.290079,1.894318,1.897258
NM_001304532,3.103268,3.657567,4.260047,3.094586
NM_001304533,0.0,0.0,0.0,0.0
NM_001304530,0.585289,0.404457,0.344842,0.886466
NM_001304531,1.084051,0.515012,0.0,0.0
NM_001304536,0.0,0.00406,0.00158,0.004701
NM_001304537,0.0,0.0,0.0,0.0
NM_001304535,0.0,0.0,0.0,0.0
NM_194247,11.057857,11.000896,11.267911,11.60073
NM_001032384,2.94914,1.612161,2.790227,2.439081
NM_001032387,2.902659,2.403332,2.017461,1.941211
NM_001284194,2.812951,3.697542,2.047316,2.491015
NM_001032381,6.860017,9.114626,5.861857,5.971615
NM_001001788,0.222754,0.264017,0.102785,0.301149
NM_001032382,12.224578,11.906574,11.408393,12.151853
NM_194249,0.633519,0.55848,0.615644,0.525555
NM_194248,0.0,0.0,0.0,0.0
NM_001146008,0.228103,0.363643,0.484343,0.139647
NM_001146009,2.232468,2.601985,0.0,3.538309
NM_001146006,0.056189,0.0804,0.074158,0.060927
NM_001163546,0.775598,0.771366,0.572908,0.68633
NM_001146003,1.122799,1.327114,1.292515,1.495045
NR_110229,1.562731,1.913756,0.134034,1.346297
NR_105002,0.0,0.0,0.0,0.0
NM_007097,15.38024,14.202678,15.106112,18.025768
NM_007096,0.0,0.0,0.0,0.0
NM_007099,13.781123,8.245868,11.827959,8.437508
NM_000599,0.019384,0.021967,0.030927,0.031585
NM_001163545,0.424732,0.252856,0.342939,0.65203
NM_000598,1.089798,1.295014,0.770026,0.919767
NM_001315536,5.351884,3.975277,5.27376,6.309931
NM_001515_4,8.411926,23.505339,16.139719,5.120723
NM_001137610,1.493283,1.456266,1.405657,1.532911
NM_006112,4.692889,6.169743,7.551898,7.203823
NM_001167882,0.035825,0.0,0.0,0.14834
NM_001167880,0.794288,0.311472,0.778152,0.553752
NR_001290_2,17.937325,17.838568,16.536453,16.96467
NR_026961,0.107301,0.095808,0.064943,0.129499
NR_026960,0.025761,0.036263,0.053569,0.053089
NR_026963,1.103396,1.089728,1.063573,1.05907
NR_026962,2.007247,2.09373,1.733049,1.878415
NR_026965,0.024502,0.0,0.018944,0.021376
NR_026964,0.069261,0.063139,0.089781,0.08373
NR_026967,0.451739,0.488377,0.495138,0.443032
NR_026966,0.052784,0.04752,0.059708,0.067923
NR_026969,0.0,0.0,0.008651,0.0
NR_026968,0.101051,0.082802,0.105178,0.114915
NR_033262,0.0,0.0,0.0,0.0
NM_145911,1.189038,0.957646,0.761835,0.805282
NM_145910,0.538102,0.019234,0.0,0.0
NM_145913,0.0,0.0,0.0,0.0
NM_145912,0.001629,0.005783,0.0,0.009615
NM_001243246,1.32015,1.678371,2.085442,3.376756
NM_001243247,0.100111,0.043028,0.500393,0.017405
NM_001243244,0.026532,0.078008,0.042928,0.263613
NM_001243245,0.0,0.0,0.0,0.0
NM_145918,7.661114,7.545729,7.284791,6.851271
NM_001243248,0.0,0.0,0.287052,0.191063
NM_001243249,1.334963,1.155193,0.141658,0.033992
NR_028105,1.961312,1.771721,1.84558,1.931366
NR_028104,15.126819,15.910807,11.164591,11.824868
NR_028106,0.542315,0.66081,0.0,0.0
NR_028100,0.693235,0.636526,0.367599,0.507543
NR_028103,23.128437,22.359518,25.191618,24.256937
NR_028102,0.870095,0.982835,1.001878,2.158972
NM_001127182,3.684433,4.034387,5.244537,2.810796
NM_001127183,0.202902,0.524682,0.633141,0.692972
NM_001127180,0.0,0.0,0.0,0.0
NM_001127181,0.260719,1.705447,0.74795,1.098555
NM_001286583_2,1.129386,1.103872,0.940818,1.601755
NM_001127184,0.581445,0.464675,0.468836,0.79403
NM_001286479_2,0.0,0.559294,0.0,0.040279
NM_001251979,7.447748,7.292834,7.061851,6.694852
NM_001251978,0.026529,0.023197,0.02667,0.028063
NM_001251977,3.677548,3.798682,4.622496,5.004575
NM_001128424,61.214664,57.82542,51.721615,68.106804
NM_001251974,0.42068,0.423589,0.324766,0.326502
NM_001251973,0.0,0.0,0.0,0.0
NM_001278398_4,0.0,0.0,0.0,0.0
NM_001251971,0.046386,0.075242,0.034715,0.043776
NM_001288989,0.006921,0.0,0.000773,0.0
NR_030169,0.0,0.0,0.0,0.0
NM_001206932_7,0.0,0.0,0.0,0.0
NM_001288980,0.632633,0.115664,0.147355,0.648179
NR_030163,0.0,0.0,0.0,0.0
NM_001288982,0.084925,0.124082,0.174161,0.100855
NM_001288983,1.308681,1.724427,0.0,0.0
NM_001288984,7.386633,6.872004,9.91013,9.33945
NR_030167,0.0,0.0,0.0,0.0
NR_030164,0.0,0.0,0.0,0.0
NM_001288987,0.052544,0.0,0.037546,0.0
NM_006320,9.015342,8.942656,10.456895,10.501793
NM_006321,29.255245,28.798937,30.680014,30.994011
NM_006322,2.389894,2.391306,3.005961,3.821944
NM_006323,7.291765,2.463272,4.903431,2.803113
NM_006324,38.557964,40.076092,41.759018,41.084702
NM_006325,109.138916,109.153358,103.996323,103.629997
NR_104609,0.020102,0.0,0.0,0.0
NM_006327,22.467258,22.22982,23.208635,23.733728
NR_104607,0.00448,0.00926,0.0,0.002816
NM_006329,0.0,0.010264,0.0,0.0
NR_104605,0.0,0.0,0.0,0.0
NR_104604,0.298401,0.26694,0.294614,0.303578
NM_001286137,0.358557,0.357765,0.458739,0.499087
NM_001286136,0.0,0.0,0.0,0.0
NM_001286135,0.813755,1.266275,0.827445,0.711498
NM_001286134,10.230143,10.554706,9.297895,9.678814
NM_001127453,0.067475,0.061877,0.082212,0.134261
NM_001127454,0.03267,0.023739,0.0,0.022647
NM_001270989,0.0,0.0,0.0,0.0
NM_001127457,0.0,0.0,0.0,1.64489
NM_001127458,0.085763,0.109609,0.076387,0.049928
NM_134259,0.915301,0.9302,0.931608,0.933004
NM_033091,9.692088,9.517623,13.714334,13.762143
NM_199129,4.347252,1.304278,4.159885,5.237299
NM_145811,0.0,0.0,0.0,0.0
NR_077236,0.009486,0.024684,0.030219,0.050315
NM_147130_2,0.0,0.0,0.0,0.0
NM_147130_3,0.0,0.0,0.0,0.0
NM_147130_6,0.0,0.0,0.0,0.0
NR_077235,0.340714,0.216947,0.225412,0.156215
NM_147130_4,0.0,0.0,0.0,0.0
NM_147130_5,0.0,0.0,0.0,0.0
NM_147130_8,0.0,0.0,0.0,0.0
NM_002814,51.032047,49.138309,49.746864,50.374077
NR_027110,0.0,0.0,0.0,0.0
NM_020299,0.100142,0.062416,0.100827,0.04853
NM_001166700,0.347285,0.242703,0.107019,0.178706
NM_001256054,3.447997,3.088646,2.482986,2.893469
NM_001166704,0.302272,0.263014,0.11631,0.161695
NM_001171811_2,0.057699,0.110187,0.085685,0.061406
NM_013994_4,2.918708,2.177008,0.67097,2.928372
NM_013994_5,2.82592,2.114141,0.883692,2.791628
NM_006010,63.583763,63.402325,71.982246,71.742332
NM_013994_3,1.254442,2.441345,0.019768,0.628421
NR_027004_2,0.0,0.0,0.0,0.0
NM_172249_2,0.0,0.0,0.0,0.0
NM_001301708,0.0,0.0,0.0,0.0
NR_103732_2,0.0,0.383921,0.0,0.0
NR_027706,0.0,0.0,0.0,0.003711
NM_001142934,0.0,0.0,0.0,0.0
NM_001142935,1.963984,1.717397,1.79261,1.717916
NR_027702,0.859441,0.853314,0.445073,0.562135
NR_027703,0.0,0.146115,0.321893,0.205943
NM_001142930,11.544939,12.048573,10.51403,10.486094
NM_001142931,0.0,0.0,1.623086,0.0
NM_001206932_4,0.0,0.0,0.0,0.0
NR_027708,0.0,0.0,0.0,0.0
NM_014685,8.514864,6.833667,8.815448,8.208393
NM_024597,2.104283,2.234044,2.30218,2.444875
NM_001287260,0.000758,0.017129,0.004452,0.008479
NM_001287262,0.0,0.0,0.0,0.0
NM_001004426,0.890631,0.255376,0.196471,0.640428
NR_120564,0.173935,0.186169,0.118683,0.178673
NM_014689,0.059932,0.08366,0.099882,0.093957
NM_006016,68.495872,64.238014,72.949661,71.71804
NM_003742_2,0.071854,0.080929,0.134391,0.133395
NR_045929,0.0,0.082117,0.136169,0.070719
NR_045926,0.534484,0.310597,0.355848,0.468014
NR_045927,0.400838,0.298639,0.387944,0.567061
NR_045925,0.552538,0.259658,0.063489,0.213242
NM_001130111,4.455009,4.610066,3.787491,3.549141
NR_045923,0.314973,0.293705,0.300451,0.558582
NM_001130112,0.069482,3.110508,2.602346,2.095506
NM_001174092,0.099198,0.107423,0.0,0.08341
NM_001207068,3.259328,2.79245,1.169303,1.14355
NM_080653,2.960711,3.07785,3.211459,3.093725
NM_001207066,4.453538,5.009617,7.418372,3.404328
NM_001207067,65.640808,70.977303,66.057793,66.478439
NM_001207064,0.045789,0.044547,0.027637,0.134963
NM_001207065,0.004343,0.005199,0.007329,0.004277
NM_001207062,0.023796,0.0,0.0,0.012746
NM_001207063,1.040919,0.983198,0.958828,1.233029
NM_001163438,0.0,0.006614,0.0,0.0
NM_080651,2.295127,2.298884,2.206736,2.244
NM_006014,4.520179,4.243856,4.046942,4.017027
NM_022106,6.61802,6.238117,7.341924,7.24145
NM_080656,15.9505,16.538826,15.751475,15.326448
NM_022104,4.365132,4.200976,3.819618,3.998492
NM_001122847,0.0,0.0,0.0,0.0
NM_001163436,0.69625,1.411637,0.73362,1.300851
NM_022103,1.44966,0.972848,2.006936,1.37909
NM_022100,14.000652,14.291066,12.974897,14.800997
NM_001163435,2.265552,2.078931,3.063804,2.370954
NM_001130982,0.0,0.0,0.0,0.0
NR_103560,0.054506,0.090928,0.055522,0.07209
NM_001143685,0.0,0.0,0.0,0.0
NM_001130983,0.0,0.0,0.0,0.0
NM_001131036,4.83813,4.961181,5.985463,5.58165
NM_001130981,0.012791,0.005266,0.0,0.0
NM_199179,0.0,0.0,0.0,0.0
NM_001130986,0.0,0.0,0.0,0.0
NM_004557_4,0.020269,0.019108,0.019024,0.016013
NM_199173,0.013731,0.03225,0.027926,0.024132
NM_199170,0.910315,0.0,0.271603,0.0
NM_001130987,0.0,0.0,0.0,0.0
NM_001143688,15.566536,15.6813,19.497019,17.072935
NM_001130984,0.0,0.0,0.0,0.0
NM_001190971_2,0.0,0.0,0.0,0.0
NM_001130985,0.0,0.0,0.0,0.0
NM_182488,5.871748,5.867191,6.139522,6.073683
NM_182489,0.0,0.0,0.0,0.0
NM_054023,0.0,0.0,0.0,0.0
NM_182482,2.063561,5.203407,1.697174,3.575494
NM_182480,0.137492,0.415762,0.507204,0.151847
NM_182481,1.252488,0.047991,1.603209,2.421175
NM_182486,0.0,0.204131,0.174471,0.195822
NM_182487,0.01154,0.014819,0.012841,0.006242
NM_182484,0.0,0.007705,3.436635,0.0
NM_182485,0.0,0.0,0.01247,0.816462
NM_017634,5.384836,5.352674,4.366628,4.368065
NM_017635,0.16155,0.973976,0.3083,1.734339
NM_017636,5.492687,5.18609,5.022705,4.597141
NM_017637,0.00313,0.001486,0.004021,0.004008
NM_017631,2.875959,2.966406,2.556097,2.715344
NM_017632,6.287344,6.109941,6.043158,5.984352
NM_001099408,0.004724,0.017705,0.0,0.00931
NM_173454,0.220377,0.266966,0.182753,0.161127
NM_017638,4.692819,4.746877,7.661733,4.366926
NM_017639,0.0,0.0,0.0,0.0
NM_173452,0.0,0.0,0.0,0.0
NM_201413,51.796513,51.72002,48.823471,46.120495
NM_201412,4.443449,4.418647,6.046318,4.517182
NM_001267068,1.08594,1.370949,0.0,1.42219
NM_201414,4.243129,4.203208,4.209871,4.200047
NM_001267064,5.547367,6.219049,6.020524,5.397026
NM_001267065,3.634557,3.408074,3.256655,3.450452
NM_001267066,0.185305,0.178304,0.32026,0.251167
NM_001267067,1.186944,1.744581,1.298769,0.0
NM_001267060,0.0,0.0,0.0,0.0
NM_001267061,0.0,0.0,0.0,0.0
NM_001267062,0.398687,0.445095,0.827227,0.210259
NM_001267063,0.19486,0.247631,0.428464,0.0
NM_030938,58.917042,59.671803,55.222336,55.784245
NM_030939,54.302536,55.784729,49.314663,49.109962
NM_182734,1.549231,1.165237,1.235677,1.298811
NM_001137668,1.613769,1.708934,1.184973,1.579571
NM_001137669,0.0,0.0,0.0,0.0
NM_030930,5.121366,5.372114,4.563733,4.334761
NM_030931,0.182833,0.249356,0.218236,0.264744
NM_001137664,10.123137,7.724948,7.347095,7.535756
NM_030933,0.0,0.0,0.0,0.0
NM_030934,9.075109,9.391955,7.534896,7.193385
NM_030935,1.190382,1.597413,1.59971,1.694246
NM_030936,0.438544,0.472617,0.416054,0.494243
NM_030937,8.40421,8.051245,8.131838,8.032259
NR_024424,0.0,0.0,0.0,0.0
NM_203304,7.772545,7.927504,5.767879,7.330429
NR_024422,0.033308,0.140121,0.071179,0.036588
NR_024423,0.0,0.0,0.0,0.0
NM_203301,4.609752,4.676003,4.809151,4.908711
NR_024421,0.929263,0.885701,0.615366,0.704404
NM_001134316,0.111754,0.114662,0.091446,0.131274
NM_001168301,0.0,0.0,0.004223,0.0
NM_001168300,0.0,0.002403,0.000978,0.0
NM_203309,0.0,0.0,0.0,0.0
NR_024429,0.271107,0.199936,0.277325,0.039758
NR_046203,0.316591,0.284475,0.203552,0.295967
NM_152626,7.238924,6.312673,5.872425,5.952415
NM_001199266,0.007185,0.001107,0.001133,0.725816
NM_001199267,2.95707,2.772162,2.390392,2.359032
NM_001199264,0.0,0.0,0.0,0.0
NM_001199262,1.069537,1.036899,1.248025,0.574945
NM_001199263,0.381979,0.714892,0.320208,0.334049
NM_001199260,12.826563,13.485229,13.996038,10.018248
NM_001199261,0.763502,0.918407,0.934198,1.004492
NM_022818,6.727531,6.500875,6.44326,6.366501
NM_022819,0.105522,0.147856,0.120747,0.10688
NM_001199268,1.117871,0.994687,1.218431,1.001096
NM_001282472_3,0.028382,0.028979,0.028971,0.033429
NR_051978,0.125408,0.378246,0.022515,0.019313
NR_051979,0.01516,0.682804,0.673377,0.00943
NM_001174046,0.0,0.0,0.0,0.0
NR_051970,0.213238,0.405041,0.14213,0.202894
NR_051971,0.0,0.0,0.0,0.0
NR_051972,0.0,0.0,0.0,0.0
NR_051973,0.138681,0.13071,0.083493,0.066423
NR_051974,0.657593,0.689674,0.512113,0.546487
NR_051975,1.289295,1.211427,1.220304,1.10613
NR_051976,0.0,0.0,0.0,0.0
NR_051977,0.0,0.019731,0.02087,0.021694
NR_046578,0.0,0.0,0.018567,0.032965
NR_046579,0.040955,0.021551,0.0,0.05083
NM_001206932_2,0.0,0.0,0.0,0.0
NR_046574,0.188795,0.223142,0.196706,0.193208
NR_046575,0.398855,0.349488,0.331335,0.288111
NM_001185181_3,3.110626,2.668868,2.907085,3.820758
NR_046570,0.167748,0.294394,0.155837,0.31813
NR_046571,0.082623,0.08068,0.025481,0.0
NR_046572,0.0,0.0,0.0,0.0
NM_020416,4.986902,5.003376,4.687445,4.781266
NM_020414,52.484612,52.608459,50.563042,50.998333
NM_020415,0.0,0.0,0.0,0.0
NM_020412,18.726593,18.198824,16.905365,17.170904
NM_020410,13.831074,13.84139,11.426836,11.31176
NM_080598_3,4.406961,4.635211,3.969881,4.094271
NM_001042493,0.009571,0.003205,0.00129,0.004188
NM_020418,2.18196,1.848471,0.036335,2.180344
NM_001039841_4,0.032826,0.028052,0.034551,0.038838
NM_175852,41.722309,42.606617,42.815182,43.758873
NM_175850,0.004082,0.0,0.0,0.0
NM_175857,0.0,0.0,0.0,0.0
NM_175856,0.073669,0.077915,0.080773,0.071328
NM_001146181_3,0.012245,0.010247,0.025476,0.011347
NM_001146181_2,0.004947,0.010214,0.021426,0.016106
NM_175859,13.180011,13.610618,13.2671,12.116584
NM_175858,0.0,0.0,0.0,0.0
NM_001001995,0.648316,0.654037,0.443666,0.597733
NM_002148,0.0,0.0,0.0,0.0
NM_001190463,0.0,0.0,0.0,0.0
NR_003521,1.637464,1.845483,1.783909,1.842623
NM_080389,0.0,0.0,0.0,0.0
NM_002140,68.882233,75.888893,130.538452,90.954132
NM_002141,0.068551,0.066144,0.087447,0.062914
NM_002143,0.072618,0.037182,0.050266,0.068339
NM_003143,16.220188,16.036854,112.860359,16.892553
NM_002145,0.0,0.0,0.0,0.0
NM_002146,0.137518,0.156692,0.14519,0.193102
NM_002147,0.059275,0.045266,0.022951,0.048406
NM_001242659,1.572445,1.478937,1.101653,0.99394
NM_001303511,0.0,0.0,0.0,0.0
NM_001303513,0.06765,0.006727,0.008136,0.004822
NM_147147,0.0,0.001797,0.0,0.0
NM_001303515,0.0,0.0,0.0,0.001214
NM_001199847,3.017448,3.282099,2.498162,2.435328
NM_001303516,0.009194,0.0,0.0,0.0
NM_001136225,2.081082,1.260936,1.556467,1.274888
NM_001136224,1.314591,0.649087,0.99291,0.458401
NM_001242330_8,0.0,0.0,0.0,0.0
NM_001136223,7.003758,7.992563,4.692983,5.134509
NM_001242330_2,0.0,0.0,0.0,0.0
NM_001242330_3,0.0,0.0,0.0,0.0
NM_001242330_6,0.0,0.0,0.0,0.0
NM_001242330_7,0.0,0.0,0.0,0.0
NM_001242330_4,0.0,0.0,0.0,0.0
NM_001242330_5,0.0,0.0,0.0,0.0
NM_145638,0.532736,0.0,0.0,0.0
NM_145639,0.451675,0.510342,0.0,0.310783
NM_005453,0.85898,0.926136,0.805801,0.812877
NR_026823_2,0.004056,0.012821,0.00525,0.00694
NM_145637,1.117166,0.800971,1.267879,0.539259
NM_001190469,0.0,0.0,0.0,0.002077
NM_005452,5.092588,4.996097,5.026352,5.167158
NR_024479,0.0,0.0,0.0,0.0
NM_001163287,2.20758,2.165803,2.170457,1.906412
NM_178815,12.044188,11.999412,10.058525,10.129779
NM_001013836,4.787918,5.189472,8.689314,5.16023
NM_001163286,6.779956,6.993032,4.139947,13.467077
NM_021006_3,0.0,0.0,0.0,0.0
NM_178817,0.0,0.0,0.0,0.0
NM_001005356,0.0,0.0,0.017862,0.0
NR_033351_8,0.0,0.0,0.0,0.0
NM_001270401_2,0.443694,0.491952,0.481019,0.395409
NM_014979,0.375868,0.425863,0.386634,0.404124
NM_001270401_4,0.370259,0.514649,0.515329,0.411116
NM_080827,0.0,0.0,0.0,0.0
NM_001270401_6,0.371172,0.518871,0.517925,0.413942
NR_125417,0.0,0.0,0.0,0.0
NR_125416,0.0,0.0,0.0,0.0
NR_110819,0.024308,0.028713,0.058986,0.04567
NR_110818,0.322555,0.325586,0.331705,0.311858
NM_178812,57.216221,57.210526,60.479671,61.482395
NR_125410,0.174137,0.1335,0.130504,0.088611
NR_110813,0.0,0.0,0.0,0.0
NR_110812,0.0,0.0,0.0,0.0
NR_110811,0.182688,0.175192,0.229091,0.208995
NR_110810,0.133372,0.213726,0.232776,0.270281
NR_110817,0.0,0.0,0.0,0.0
NR_110816,1.238571,1.120494,0.972412,0.97734
NR_110815,2.040126,2.08445,2.295145,2.409129
NR_110814,0.0,0.0,0.0,0.003408
NR_024471,0.026756,0.024092,0.0,0.0
NM_021006_5,0.0,0.0,0.0,0.0
NM_003241,0.038639,0.048139,0.045558,0.068928
NR_110830_2,0.011394,0.0,0.007191,0.0
NM_005458,0.0,0.0,0.0,0.007893
NR_024473,0.0,0.0,0.0,0.0
NM_004679_2,2.783834,0.052445,0.0,2.889524
NM_001004719_3,0.002291,1e-06,0.00294,0.002879
NM_001004719_2,0.00723,0.002512,0.008807,0.010939
NM_001004719_4,0.004027,0.001593,0.005871,0.00567
NM_003244,14.146503,14.08815,14.039357,15.183971
NM_001276478,8.737942,8.582301,9.441647,10.146986
NM_003245,5.017465,4.913486,4.309052,4.711143
NM_015085,5.0863,5.690571,6.35184,7.144896
NM_005499,32.259342,31.820324,31.573227,32.787872
NM_005498,30.193624,28.90637,26.781212,28.402615
NR_024477,0.458199,0.465089,0.533576,1.158727
NM_015084,38.882828,30.340805,38.473747,37.396172
